age,T,NO,CO,mdot_main,mdot_fuel_sec,mdot_air_sec
0.002,1259.4913770272578,0.048706072272846755,0.9219481160577839,6.700488567352295,0.33900344371795654,0.5257800817489624
0.003,1263.9860985411124,0.04912731895728623,0.9304720396754791,8.667678833007812,0.6788017749786377,0.0
0.004,1299.361525713437,0.05221440897192734,0.990765282685937,5.097495079040527,0.0,0.0
0.004999999999999999,1328.7199894562216,0.05484575564509166,1.0436675624904872,6.368985652923584,0.02825319766998291,0.0
0.005999999999999999,1319.6032944889087,0.054016055602034665,1.0312945048763198,6.690790176391602,0.5056511759757996,0.0
0.006999999999999999,1299.4606915689321,0.05220694787643259,0.9995352766908,6.092721462249756,0.729083240032196,0.0
0.008,1217.298812618361,0.045222497093608316,0.8656200319319336,8.216116905212402,2.599046468734741,0.07603645324707031
0.009,1236.803962510822,0.04683087719325099,0.8966904896241413,5.653720855712891,0.0,0.0
0.01,1250.7507069251785,0.04799743736349758,0.9186402738766043,8.381550788879395,0.33181747794151306,0.0
0.011000000000000001,1230.0257300404835,0.04624183131122906,0.8848754283912963,8.185935020446777,1.4875857830047607,0.0
0.012000000000000002,1246.3441020904559,0.04760017994718797,0.9113005573988452,6.800642013549805,0.0,0.0
0.013000000000000003,1234.559815601828,0.04659625770614751,0.8927681135456045,6.346786022186279,1.0825912952423096,0.0
0.014000000000000002,1221.0385754975912,0.04546089912161871,0.8712267885455984,7.014835357666016,1.3263517618179321,0.0
0.015000000000000003,1219.2923802742907,0.04530663923600777,0.8682822045660438,7.33115291595459,0.8426525592803955,0.0
0.016000000000000004,1230.6826034751748,0.0462393601173744,0.8867180489098729,6.160116672515869,0.0,0.0
0.017,1193.30092374966,0.04316683293842121,0.8281778598757804,5.959247589111328,2.858849048614502,0.0
0.018000000000000002,1185.913622272636,0.042566599009420135,0.8161130392979824,7.847256660461426,1.4292235374450684,0.0
0.019000000000000003,1181.166070035151,0.04222320321517238,0.8092161177066668,7.0286688804626465,1.1641592979431152,0.219832181930542
