age,T,NO,CO,mdot_main,mdot_fuel_sec,mdot_air_sec
0.001,1480.9777906415784,0.06590687464126668,1.2283193459534907,10.637918472290039,0.0,0.0
0.002,1489.8810926822766,0.06858573230976707,1.2758617422978782,10.495651245117188,0.0,0.0
0.003,1492.9067595809736,0.06953767695529402,1.2911553170829417,10.510004043579102,0.0,0.0
0.004,1494.5907597134303,0.07007737748277718,1.2987441831842372,12.04876708984375,0.0,0.0
0.004999999999999999,1495.3364942726496,0.07031892433560726,1.3007902736221757,8.840761184692383,0.0,0.0
0.005999999999999999,1495.9688649323914,0.0705249932960239,1.3021662245256724,10.866497039794922,0.0,0.0
0.006999999999999999,1496.4287852347707,0.07067569449307862,1.302512258874608,11.215429306030273,0.0,0.0
0.008,1458.0099279509054,0.0668591768308323,1.3864813060804577,10.910114288330078,0.9077266454696655,0.0
0.009,1462.3206413583132,0.06730028897862339,1.434511860842328,10.432745933532715,0.0,0.0
0.01,1446.6951460578964,0.06574269250833524,1.4408253363532402,10.876378059387207,0.5894055366516113,0.0
0.011000000000000001,1450.8257695852803,0.06612499406150758,1.4905545499930068,9.635296821594238,0.0,0.0
0.012000000000000002,1453.913684225782,0.0663895631242832,1.551662269035129,8.336337089538574,0.0,0.0
0.013000000000000003,1456.8366032000797,0.06663284725493573,1.6237135389460058,9.004770278930664,0.0,0.0
0.014000000000000002,1460.0376313307156,0.06690749053540196,1.7052663342761551,11.407562255859375,0.0,0.0
0.015000000000000003,1462.3356505205552,0.06707698738918735,1.803773004294258,9.381477355957031,0.0,0.0
0.016000000000000004,1464.4946647958757,0.06722913954118824,1.915952334957782,9.933765411376953,0.0,0.0
0.017,1466.55050982773,0.06736879787519101,2.0425297977553987,10.666842460632324,0.0,0.0
0.018000000000000002,1468.4712694244279,0.0674922507827765,2.184965165778692,11.237048149108887,0.0,0.0
0.019000000000000003,1469.7815659397677,0.06753541179457245,2.3559982292671227,8.444190979003906,0.0,0.0
0.020000000000000004,1470.5332891968546,0.0675950137379886,2.5409886725885205,10.152831077575684,0.0,0.1975266933441162
0.021000000000000005,1472.0201449064427,0.06765687107681587,2.742494806576302,11.39511489868164,0.0,0.0
0.022000000000000006,1473.3412777337114,0.06769602493216832,2.969139264986814,11.179828643798828,0.0,0.0
0.023000000000000007,1474.4890023641908,0.06770959016748425,3.2250371126814104,10.62606143951416,0.0,0.0
0.024000000000000007,1475.4313119789942,0.06769024233772265,3.517517488948587,9.411989212036133,0.0,0.0
0.02500000000000001,1476.2059011166264,0.06764112026826873,3.850731197810356,8.225988388061523,0.0,0.0
0.02600000000000001,1477.1483004620206,0.0676186083841573,4.197588512871861,10.84521198272705,0.0,0.0
0.02700000000000001,1477.9384154358065,0.0675679385867521,4.591686860632127,9.727383613586426,0.0,0.0
0.028000000000000008,1478.6626367597967,0.06750278596106997,5.028484530411999,9.494959831237793,0.0,0.0
0.02900000000000001,1479.3003952915908,0.06741770467540058,5.517228006726067,8.825546264648438,0.0,0.0
0.03000000000000001,1479.9893982604337,0.06734059781883035,6.037461578833851,10.198058128356934,0.0,0.0
0.031000000000000007,1480.555586437881,0.06723362486422399,6.629051229614221,8.768003463745117,0.0,0.0
0.03200000000000001,1481.0478271109416,0.06710485297254874,7.291393406345683,7.910244941711426,0.0,0.0
0.033,1481.6305953816068,0.06699424190557639,7.982054273248828,10.034269332885742,0.0,0.0
0.034,1482.1918805166315,0.06687521195922264,8.735678217982999,10.207834243774414,0.0,0.0
0.034999999999999996,1482.7197499361919,0.06674373212378754,9.562297453818768,10.092384338378906,0.0,0.0
0.03599999999999999,1483.2295536755948,0.06660330676950595,10.462419851585926,10.252237319946289,0.0,0.0
0.03699999999999999,1483.6881108167931,0.06644247948710336,11.462171907145814,9.567366600036621,0.0,0.0
0.037999999999999985,1484.0839838195795,0.06625474679821715,12.584108420764444,8.419743537902832,0.0,0.0
0.038999999999999986,1484.5054824757717,0.06606938338630695,13.781528707533905,9.44948673248291,0.0,0.0
0.03999999999999998,1484.9383974157433,0.06588251430249371,15.06674344790024,10.202016830444336,0.0,0.0
0.04099999999999998,1485.3502752574557,0.06568136192088227,16.47422166349435,10.05321216583252,0.0,0.0
0.041999999999999975,1485.7966700093116,0.06548950998923486,17.954146275258488,11.613718032836914,0.0,0.0
0.042999999999999976,1486.1600442099775,0.06525331289321805,19.6520662998559,9.399035453796387,0.0,0.0
0.04399999999999997,1486.4791778583585,0.06498568532904508,21.556092480805574,8.163945198059082,0.0,0.0
0.04499999999999997,1482.7337506562544,0.06433663075956411,23.27015559058073,9.431208610534668,0.4947251081466675,0.0
0.045999999999999965,1483.1549336258322,0.06407972545538157,25.020314509983578,9.51571273803711,0.0,0.0
0.046999999999999965,1483.5620052751262,0.06381746657376684,26.925439221414504,9.416397094726562,0.0,0.0
0.04799999999999996,1483.9163175490123,0.06352597209964618,29.07411871325002,8.029703140258789,0.0,0.0
0.04899999999999995,1484.3241262816557,0.06325774388408383,31.300965024550823,9.980390548706055,0.0,0.0
0.049999999999999954,1484.7134888607627,0.06297376904618808,33.740860713234156,9.658123016357422,0.0,0.0
0.05099999999999995,1485.1344631566749,0.06270245723339998,36.29906013086047,11.094889640808105,0.0,0.0
0.05199999999999995,1485.504641581647,0.06239139057605901,39.18461764814482,9.518119812011719,0.0,0.0
0.05299999999999994,1485.883443999844,0.062076270468925054,42.280758268231814,10.07115364074707,0.0,0.0
0.053999999999999944,1486.3055324619033,0.06178340199252145,45.48640211595806,12.142828941345215,0.0,0.0
